date,year_month,fiscal_year,quarter,month_num,month_name_de,month_name_en,country,land_de,product_category,sub_category,order_quantity,unit_cost,unit_price,cost,revenue,profit,gross_margin_pct,revenue_plan,cost_plan,profit_plan,revenue_var_abs,revenue_var_pct
2014-03-12,2014-03,2014,Q1,3,März,March,Germany,Deutschland,Bikes,Mountain Bikes,1,1266,2320,1266,2018,752,37.26,2158.0,1336.0,822.0,-140.0,-0.0649
2016-03-12,2016-03,2016,Q1,3,März,March,Germany,Deutschland,Bikes,Mountain Bikes,2,1266,2320,2532,4037,1505,37.28,4040.0,2533.0,1507.0,-3.0,-0.0007
2013-09-09,2013-09,2013,Q3,9,September,September,France,Frankreich,Bikes,Mountain Bikes,1,1252,2295,1252,1882,630,33.48,1749.0,1181.0,568.0,133.0,0.076
2015-09-09,2015-09,2015,Q3,9,September,September,France,Frankreich,Bikes,Mountain Bikes,1,1252,2295,1252,1882,630,33.48,1881.0,1252.0,629.0,1.0,0.0005
2014-04-14,2014-04,2014,Q2,4,April,April,France,Frankreich,Bikes,Mountain Bikes,1,1252,2295,1252,1744,492,28.21,1888.0,1335.0,553.0,-144.0,-0.0763
2016-04-14,2016-04,2016,Q2,4,April,April,France,Frankreich,Bikes,Mountain Bikes,3,1252,2295,3756,5233,1477,28.22,5150.0,3709.0,1441.0,83.0,0.0161
2012-11-11,2012-11,2012,Q4,11,November,November,Germany,Deutschland,Bikes,Mountain Bikes,2,1252,2295,2504,3764,1260,33.48,4207.0,2740.0,1467.0,-443.0,-0.1053
2011-11-11,2011-11,2011,Q4,11,November,November,Germany,Deutschland,Bikes,Mountain Bikes,1,1252,2295,1252,1882,630,33.48,1935.0,1280.0,655.0,-53.0,-0.0274
2013-04-08,2013-04,2013,Q2,4,April,April,Germany,Deutschland,Bikes,Mountain Bikes,1,1252,2295,1252,1882,630,33.48,1877.0,1250.0,627.0,5.0,0.0027
2015-04-08,2015-04,2015,Q2,4,April,April,Germany,Deutschland,Bikes,Mountain Bikes,2,1252,2295,2504,3764,1260,33.48,3579.0,2405.0,1174.0,185.0,0.0517
2013-10-07,2013-10,2013,Q4,10,Oktober,October,Germany,Deutschland,Bikes,Mountain Bikes,1,1252,2295,1252,1882,630,33.48,1661.0,1134.0,527.0,221.0,0.1331
2015-10-07,2015-10,2015,Q4,10,Oktober,October,Germany,Deutschland,Bikes,Mountain Bikes,1,1252,2295,1252,1882,630,33.48,1932.0,1279.0,653.0,-50.0,-0.0259
2014-03-27,2014-03,2014,Q1,3,März,March,Germany,Deutschland,Bikes,Mountain Bikes,1,1252,2295,1252,1882,630,33.48,1917.0,1271.0,646.0,-35.0,-0.0183
2016-03-27,2016-03,2016,Q1,3,März,March,Germany,Deutschland,Bikes,Mountain Bikes,1,1252,2295,1252,1882,630,33.48,1890.0,1256.0,634.0,-8.0,-0.0042
2014-04-13,2014-04,2014,Q2,4,April,April,France,Frankreich,Bikes,Mountain Bikes,1,1252,2295,1252,1882,630,33.48,1899.0,1261.0,638.0,-17.0,-0.009
2016-04-13,2016-04,2016,Q2,4,April,April,France,Frankreich,Bikes,Mountain Bikes,3,1252,2295,3756,5646,1890,33.48,6111.0,4004.0,2107.0,-465.0,-0.0761
2014-04-27,2014-04,2014,Q2,4,April,April,France,Frankreich,Bikes,Mountain Bikes,1,1252,2295,1252,1882,630,33.48,1799.0,1208.0,591.0,83.0,0.0461
2016-04-27,2016-04,2016,Q2,4,April,April,France,Frankreich,Bikes,Mountain Bikes,1,1252,2295,1252,1882,630,33.48,1905.0,1264.0,641.0,-23.0,-0.0121
2012-02-08,2012-02,2012,Q1,2,Februar,February,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,2,1266,2320,2532,4454,1922,43.15,4646.0,2619.0,2027.0,-192.0,-0.0413
2011-02-08,2011-02,2011,Q1,2,Februar,February,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,2,1266,2320,2532,4454,1922,43.15,4144.0,2391.0,1753.0,310.0,0.0748
2012-08-06,2012-08,2012,Q3,8,August,August,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,2,1266,2320,2532,4454,1922,43.15,4908.0,2739.0,2169.0,-454.0,-0.0925
2011-08-06,2011-08,2011,Q3,8,August,August,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,4,1266,2320,5064,8909,3845,43.16,9416.0,5295.0,4121.0,-507.0,-0.0538
2013-01-11,2013-01,2013,Q1,1,Januar,January,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1266,2320,1266,2227,961,43.15,1988.0,1157.0,831.0,239.0,0.1202
2015-01-11,2015-01,2015,Q1,1,Januar,January,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1266,2320,1266,2227,961,43.15,2422.0,1355.0,1067.0,-195.0,-0.0805
2013-08-01,2013-08,2013,Q3,8,August,August,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1266,2320,1266,2227,961,43.15,2457.0,1370.0,1087.0,-230.0,-0.0936
2015-08-01,2015-08,2015,Q3,8,August,August,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1266,2320,1266,2227,961,43.15,2384.0,1337.0,1047.0,-157.0,-0.0659
2013-10-17,2013-10,2013,Q4,10,Oktober,October,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1266,2320,1266,2227,961,43.15,2188.0,1248.0,940.0,39.0,0.0178
2015-10-17,2015-10,2015,Q4,10,Oktober,October,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1266,2320,1266,2227,961,43.15,2491.0,1386.0,1105.0,-264.0,-0.106
2013-11-25,2013-11,2013,Q4,11,November,November,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1266,2320,1266,2227,961,43.15,2026.0,1175.0,851.0,201.0,0.0992
2015-11-25,2015-11,2015,Q4,11,November,November,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1266,2320,1266,2227,961,43.15,2247.0,1275.0,972.0,-20.0,-0.0089
2014-03-19,2014-03,2014,Q1,3,März,March,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1252,2295,1252,2203,951,43.17,2029.0,1173.0,856.0,174.0,0.0858
2016-03-19,2016-03,2016,Q1,3,März,March,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1252,2295,1252,2203,951,43.17,2171.0,1237.0,934.0,32.0,0.0147
2013-04-09,2013-04,2013,Q2,4,April,April,Germany,Deutschland,Bikes,Mountain Bikes,1,1252,2295,1252,2134,882,41.33,2353.0,1355.0,998.0,-219.0,-0.0931
2015-04-09,2015-04,2015,Q2,4,April,April,Germany,Deutschland,Bikes,Mountain Bikes,1,1252,2295,1252,2134,882,41.33,2285.0,1323.0,962.0,-151.0,-0.0661
2014-03-08,2014-03,2014,Q1,3,März,March,Germany,Deutschland,Bikes,Mountain Bikes,1,1252,2295,1252,2134,882,41.33,2278.0,1320.0,958.0,-144.0,-0.0632
2016-03-08,2016-03,2016,Q1,3,März,March,Germany,Deutschland,Bikes,Mountain Bikes,1,1252,2295,1252,2134,882,41.33,2059.0,1217.0,842.0,75.0,0.0364
2014-04-03,2014-04,2014,Q2,4,April,April,France,Frankreich,Bikes,Mountain Bikes,1,1252,2295,1252,2203,951,43.17,2433.0,1356.0,1077.0,-230.0,-0.0945
2016-04-03,2016-04,2016,Q2,4,April,April,France,Frankreich,Bikes,Mountain Bikes,2,1252,2295,2504,4406,1902,43.17,4267.0,2441.0,1826.0,139.0,0.0326
2013-04-04,2013-04,2013,Q2,4,April,April,France,Frankreich,Bikes,Mountain Bikes,1,1252,2295,1252,1882,630,33.48,1674.0,1141.0,533.0,208.0,0.1243
2015-04-04,2015-04,2015,Q2,4,April,April,France,Frankreich,Bikes,Mountain Bikes,1,1252,2295,1252,1882,630,33.48,1944.0,1285.0,659.0,-62.0,-0.0319
2013-08-15,2013-08,2013,Q3,8,August,August,France,Frankreich,Bikes,Mountain Bikes,1,1252,2295,1252,1882,630,33.48,1820.0,1219.0,601.0,62.0,0.0341
2015-08-15,2015-08,2015,Q3,8,August,August,France,Frankreich,Bikes,Mountain Bikes,2,1252,2295,2504,3764,1260,33.48,3451.0,2338.0,1113.0,313.0,0.0907
2014-04-23,2014-04,2014,Q2,4,April,April,France,Frankreich,Bikes,Mountain Bikes,1,1252,2295,1252,1882,630,33.48,2078.0,1356.0,722.0,-196.0,-0.0943
2016-04-23,2016-04,2016,Q2,4,April,April,France,Frankreich,Bikes,Mountain Bikes,1,1252,2295,1252,1882,630,33.48,1944.0,1285.0,659.0,-62.0,-0.0319
2013-01-24,2013-01,2013,Q1,1,Januar,January,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1252,2295,1252,2203,951,43.17,2436.0,1358.0,1078.0,-233.0,-0.0956
2015-01-24,2015-01,2015,Q1,1,Januar,January,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,2,1252,2295,2504,4406,1902,43.17,4494.0,2544.0,1950.0,-88.0,-0.0196
2013-12-12,2013-12,2013,Q4,12,Dezember,December,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1252,2295,1252,2203,951,43.17,1972.0,1147.0,825.0,231.0,0.1171
2015-12-12,2015-12,2015,Q4,12,Dezember,December,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1252,2295,1252,2203,951,43.17,1954.0,1139.0,815.0,249.0,0.1274
2013-01-16,2013-01,2013,Q1,1,Januar,January,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1266,2320,1266,2227,961,43.15,2441.0,1363.0,1078.0,-214.0,-0.0877
2015-01-16,2015-01,2015,Q1,1,Januar,January,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,2,1266,2320,2532,4454,1922,43.15,3961.0,2308.0,1653.0,493.0,0.1245
2013-08-23,2013-08,2013,Q3,8,August,August,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1266,2320,1266,2227,961,43.15,2289.0,1294.0,995.0,-62.0,-0.0271
2015-08-23,2015-08,2015,Q3,8,August,August,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1266,2320,1266,2227,961,43.15,2119.0,1217.0,902.0,108.0,0.051
2013-10-18,2013-10,2013,Q4,10,Oktober,October,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1266,2320,1266,2227,961,43.15,2327.0,1312.0,1015.0,-100.0,-0.043
2015-10-18,2015-10,2015,Q4,10,Oktober,October,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1266,2320,1266,2227,961,43.15,2112.0,1214.0,898.0,115.0,0.0545
2013-12-03,2013-12,2013,Q4,12,Dezember,December,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1266,2320,1266,2227,961,43.15,1980.0,1154.0,826.0,247.0,0.1247
2015-12-03,2015-12,2015,Q4,12,Dezember,December,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,3,1266,2320,3798,6682,2884,43.16,7052.0,3966.0,3086.0,-370.0,-0.0525
2014-05-21,2014-05,2014,Q2,5,Mai,May,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1252,2295,1252,2203,951,43.17,2103.0,1207.0,896.0,100.0,0.0476
2016-05-21,2016-05,2016,Q2,5,Mai,May,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1252,2295,1252,2203,951,43.17,2230.0,1264.0,966.0,-27.0,-0.0121
2014-04-15,2014-04,2014,Q2,4,April,April,France,Frankreich,Bikes,Mountain Bikes,1,1252,2295,1252,1882,630,33.48,2006.0,1318.0,688.0,-124.0,-0.0618
2016-04-15,2016-04,2016,Q2,4,April,April,France,Frankreich,Bikes,Mountain Bikes,2,1252,2295,2504,3764,1260,33.48,3947.0,2602.0,1345.0,-183.0,-0.0464
2012-07-05,2012-07,2012,Q3,7,Juli,July,Australia,Australien,Bikes,Mountain Bikes,2,1252,2295,2504,3856,1352,35.06,3716.0,2431.0,1285.0,140.0,0.0377
2011-07-05,2011-07,2011,Q3,7,Juli,July,Australia,Australien,Bikes,Mountain Bikes,3,1252,2295,3756,5783,2027,35.05,6127.0,3935.0,2192.0,-344.0,-0.0561
2014-02-13,2014-02,2014,Q1,2,Februar,February,Australia,Australien,Bikes,Mountain Bikes,1,1252,2295,1252,1928,676,35.06,2125.0,1354.0,771.0,-197.0,-0.0927
2016-02-13,2016-02,2016,Q1,2,Februar,February,Australia,Australien,Bikes,Mountain Bikes,2,1252,2295,2504,3856,1352,35.06,3958.0,2557.0,1401.0,-102.0,-0.0258
2012-07-01,2012-07,2012,Q3,7,Juli,July,Australia,Australien,Bikes,Mountain Bikes,2,295,540,590,940,350,37.23,986.0,613.0,373.0,-46.0,-0.0467
2011-07-01,2011-07,2011,Q3,7,Juli,July,Australia,Australien,Bikes,Mountain Bikes,4,295,540,1180,1879,699,37.2,2044.0,1263.0,781.0,-165.0,-0.0807
2012-07-25,2012-07,2012,Q3,7,Juli,July,Australia,Australien,Bikes,Mountain Bikes,2,295,540,590,886,296,33.41,959.0,629.0,330.0,-73.0,-0.0761
2011-07-25,2011-07,2011,Q3,7,Juli,July,Australia,Australien,Bikes,Mountain Bikes,1,295,540,295,443,148,33.41,427.0,287.0,140.0,16.0,0.0375
2012-06-08,2012-06,2012,Q2,6,Juni,June,Australia,Australien,Bikes,Mountain Bikes,2,308,565,616,893,277,31.02,998.0,674.0,324.0,-105.0,-0.1052
2011-06-08,2011-06,2011,Q2,6,Juni,June,Australia,Australien,Bikes,Mountain Bikes,1,308,565,308,446,138,30.94,396.0,280.0,116.0,50.0,0.1263
2012-07-07,2012-07,2012,Q3,7,Juli,July,Australia,Australien,Bikes,Mountain Bikes,2,308,565,616,893,277,31.02,997.0,674.0,323.0,-104.0,-0.1043
2011-07-07,2011-07,2011,Q3,7,Juli,July,Australia,Australien,Bikes,Mountain Bikes,3,308,565,924,1339,415,30.99,1257.0,879.0,378.0,82.0,0.0652
2013-12-18,2013-12,2013,Q4,12,Dezember,December,Australia,Australien,Bikes,Mountain Bikes,1,1252,2295,1252,1813,561,30.94,1787.0,1238.0,549.0,26.0,0.0145
2015-12-18,2015-12,2015,Q4,12,Dezember,December,Australia,Australien,Bikes,Mountain Bikes,1,1252,2295,1252,1813,561,30.94,1980.0,1344.0,636.0,-167.0,-0.0843
2014-03-22,2014-03,2014,Q1,3,März,March,Australia,Australien,Bikes,Mountain Bikes,1,1252,2295,1252,1813,561,30.94,1702.0,1191.0,511.0,111.0,0.0652
2016-03-22,2016-03,2016,Q1,3,März,March,Australia,Australien,Bikes,Mountain Bikes,2,1252,2295,2504,3626,1122,30.94,3386.0,2372.0,1014.0,240.0,0.0709
2012-08-18,2012-08,2012,Q3,8,August,August,Australia,Australien,Bikes,Mountain Bikes,2,308,565,616,983,367,37.33,1017.0,633.0,384.0,-34.0,-0.0334
2011-08-18,2011-08,2011,Q3,8,August,August,Australia,Australien,Bikes,Mountain Bikes,3,308,565,924,1475,551,37.36,1548.0,960.0,588.0,-73.0,-0.0472
2012-12-08,2012-12,2012,Q4,12,Dezember,December,Australia,Australien,Bikes,Mountain Bikes,2,308,565,616,983,367,37.33,867.0,558.0,309.0,116.0,0.1338
2011-12-08,2011-12,2011,Q4,12,Dezember,December,Australia,Australien,Bikes,Mountain Bikes,4,308,565,1232,1966,734,37.33,1943.0,1220.0,723.0,23.0,0.0118
2012-12-22,2012-12,2012,Q4,12,Dezember,December,Australia,Australien,Bikes,Mountain Bikes,2,308,565,616,983,367,37.33,980.0,615.0,365.0,3.0,0.0031
2011-12-22,2011-12,2011,Q4,12,Dezember,December,Australia,Australien,Bikes,Mountain Bikes,1,308,565,308,492,184,37.4,465.0,295.0,170.0,27.0,0.0581
2013-12-11,2013-12,2013,Q4,12,Dezember,December,Australia,Australien,Bikes,Mountain Bikes,1,1252,2295,1252,1997,745,37.31,2019.0,1263.0,756.0,-22.0,-0.0109
2015-12-11,2015-12,2015,Q4,12,Dezember,December,Australia,Australien,Bikes,Mountain Bikes,1,1252,2295,1252,1997,745,37.31,1831.0,1169.0,662.0,166.0,0.0907
2012-08-30,2012-08,2012,Q3,8,August,August,Australia,Australien,Bikes,Mountain Bikes,2,295,540,590,853,263,30.83,817.0,570.0,247.0,36.0,0.0441
2011-08-30,2011-08,2011,Q3,8,August,August,Australia,Australien,Bikes,Mountain Bikes,4,295,540,1180,1706,526,30.83,1793.0,1228.0,565.0,-87.0,-0.0485
2012-12-19,2012-12,2012,Q4,12,Dezember,December,Australia,Australien,Bikes,Mountain Bikes,2,295,540,590,853,263,30.83,930.0,632.0,298.0,-77.0,-0.0828
2011-12-19,2011-12,2011,Q4,12,Dezember,December,Australia,Australien,Bikes,Mountain Bikes,4,295,540,1180,1706,526,30.83,1743.0,1200.0,543.0,-37.0,-0.0212
2012-08-10,2012-08,2012,Q3,8,August,August,Australia,Australien,Bikes,Mountain Bikes,2,308,565,616,983,367,37.33,883.0,566.0,317.0,100.0,0.1133
2011-08-10,2011-08,2011,Q3,8,August,August,Australia,Australien,Bikes,Mountain Bikes,3,308,565,924,1475,551,37.36,1538.0,956.0,582.0,-63.0,-0.041
2012-08-31,2012-08,2012,Q3,8,August,August,Australia,Australien,Bikes,Mountain Bikes,2,308,565,616,983,367,37.33,1077.0,663.0,414.0,-94.0,-0.0873
2011-08-31,2011-08,2011,Q3,8,August,August,Australia,Australien,Bikes,Mountain Bikes,1,308,565,308,492,184,37.4,493.0,308.0,185.0,-1.0,-0.002
2013-01-07,2013-01,2013,Q1,1,Januar,January,Australia,Australien,Bikes,Mountain Bikes,1,308,565,308,492,184,37.4,491.0,308.0,183.0,1.0,0.002
2015-01-07,2015-01,2015,Q1,1,Januar,January,Australia,Australien,Bikes,Mountain Bikes,1,308,565,308,492,184,37.4,550.0,337.0,213.0,-58.0,-0.1055
2013-01-21,2013-01,2013,Q1,1,Januar,January,Australia,Australien,Bikes,Mountain Bikes,1,308,565,308,492,184,37.4,508.0,316.0,192.0,-16.0,-0.0315
2015-01-21,2015-01,2015,Q1,1,Januar,January,Australia,Australien,Bikes,Mountain Bikes,1,308,565,308,492,184,37.4,528.0,326.0,202.0,-36.0,-0.0682
2013-10-10,2013-10,2013,Q4,10,Oktober,October,Australia,Australien,Bikes,Mountain Bikes,1,1266,2320,1266,2018,752,37.26,2089.0,1302.0,787.0,-71.0,-0.034
2015-10-10,2015-10,2015,Q4,10,Oktober,October,Australia,Australien,Bikes,Mountain Bikes,1,1266,2320,1266,2018,752,37.26,1883.0,1198.0,685.0,135.0,0.0717
2014-04-12,2014-04,2014,Q2,4,April,April,Australia,Australien,Bikes,Mountain Bikes,1,1266,2320,1266,2018,752,37.26,1913.0,1214.0,699.0,105.0,0.0549
2016-04-12,2016-04,2016,Q2,4,April,April,Australia,Australien,Bikes,Mountain Bikes,1,1266,2320,1266,2018,752,37.26,2098.0,1306.0,792.0,-80.0,-0.0381
2012-08-31,2012-08,2012,Q3,8,August,August,Australia,Australien,Bikes,Mountain Bikes,2,295,540,590,875,285,32.57,866.0,585.0,281.0,9.0,0.0104
2011-08-31,2011-08,2011,Q3,8,August,August,Australia,Australien,Bikes,Mountain Bikes,2,295,540,590,875,285,32.57,855.0,579.0,276.0,20.0,0.0234
2014-05-09,2014-05,2014,Q2,5,Mai,May,Australia,Australien,Bikes,Mountain Bikes,1,1252,2295,1252,1859,607,32.65,1646.0,1137.0,509.0,213.0,0.1294
2016-05-09,2016-05,2016,Q2,5,Mai,May,Australia,Australien,Bikes,Mountain Bikes,1,1252,2295,1252,1859,607,32.65,2030.0,1344.0,686.0,-171.0,-0.0842
2012-08-06,2012-08,2012,Q3,8,August,August,Australia,Australien,Bikes,Mountain Bikes,2,308,565,616,949,333,35.09,1037.0,661.0,376.0,-88.0,-0.0849
2011-08-06,2011-08,2011,Q3,8,August,August,Australia,Australien,Bikes,Mountain Bikes,1,308,565,308,475,167,35.16,471.0,306.0,165.0,4.0,0.0085
2012-06-20,2012-06,2012,Q2,6,Juni,June,Australia,Australien,Bikes,Mountain Bikes,2,308,565,616,983,367,37.33,1030.0,640.0,390.0,-47.0,-0.0456
2011-06-20,2011-06,2011,Q2,6,Juni,June,Australia,Australien,Bikes,Mountain Bikes,1,308,565,308,492,184,37.4,454.0,289.0,165.0,38.0,0.0837
2012-08-01,2012-08,2012,Q3,8,August,August,Australia,Australien,Bikes,Mountain Bikes,2,308,565,616,983,367,37.33,984.0,616.0,368.0,-1.0,-0.001
2011-08-01,2011-08,2011,Q3,8,August,August,Australia,Australien,Bikes,Mountain Bikes,1,308,565,308,492,184,37.4,485.0,304.0,181.0,7.0,0.0144
2013-01-11,2013-01,2013,Q1,1,Januar,January,Australia,Australien,Bikes,Mountain Bikes,1,308,565,308,492,184,37.4,510.0,317.0,193.0,-18.0,-0.0353
2015-01-11,2015-01,2015,Q1,1,Januar,January,Australia,Australien,Bikes,Mountain Bikes,3,308,565,924,1475,551,37.36,1464.0,919.0,545.0,11.0,0.0075
2012-08-22,2012-08,2012,Q3,8,August,August,Australia,Australien,Bikes,Mountain Bikes,2,308,565,616,893,277,31.02,893.0,616.0,277.0,0.0,0.0
2011-08-22,2011-08,2011,Q3,8,August,August,Australia,Australien,Bikes,Mountain Bikes,1,308,565,308,446,138,30.94,424.0,296.0,128.0,22.0,0.0519
2013-02-17,2013-02,2013,Q1,2,Februar,February,Australia,Australien,Bikes,Mountain Bikes,1,308,565,308,446,138,30.94,398.0,281.0,117.0,48.0,0.1206
2015-02-17,2015-02,2015,Q1,2,Februar,February,Australia,Australien,Bikes,Mountain Bikes,2,308,565,616,893,277,31.02,982.0,665.0,317.0,-89.0,-0.0906
2013-04-15,2013-04,2013,Q2,4,April,April,Australia,Australien,Bikes,Mountain Bikes,1,308,565,308,446,138,30.94,394.0,279.0,115.0,52.0,0.132
2015-04-15,2015-04,2015,Q2,4,April,April,Australia,Australien,Bikes,Mountain Bikes,1,308,565,308,446,138,30.94,423.0,295.0,128.0,23.0,0.0544
2014-03-02,2014-03,2014,Q1,3,März,March,Australia,Australien,Bikes,Mountain Bikes,1,1252,2295,1252,1813,561,30.94,1790.0,1239.0,551.0,23.0,0.0128
2016-03-02,2016-03,2016,Q1,3,März,March,Australia,Australien,Bikes,Mountain Bikes,1,1252,2295,1252,1813,561,30.94,1734.0,1209.0,525.0,79.0,0.0456
2014-05-11,2014-05,2014,Q2,5,Mai,May,Australia,Australien,Bikes,Mountain Bikes,1,1252,2295,1252,1813,561,30.94,1836.0,1264.0,572.0,-23.0,-0.0125
2016-05-11,2016-05,2016,Q2,5,Mai,May,Australia,Australien,Bikes,Mountain Bikes,2,1252,2295,2504,3626,1122,30.94,3593.0,2486.0,1107.0,33.0,0.0092
2012-07-14,2012-07,2012,Q3,7,Juli,July,France,Frankreich,Bikes,Mountain Bikes,2,1252,2295,2504,4406,1902,43.17,4147.0,2386.0,1761.0,259.0,0.0625
2011-07-14,2011-07,2011,Q3,7,Juli,July,France,Frankreich,Bikes,Mountain Bikes,4,1252,2295,5008,8813,3805,43.17,7942.0,4612.0,3330.0,871.0,0.1097
2013-09-10,2013-09,2013,Q3,9,September,September,France,Frankreich,Bikes,Mountain Bikes,1,1252,2295,1252,2203,951,43.17,2011.0,1165.0,846.0,192.0,0.0955
2015-09-10,2015-09,2015,Q3,9,September,September,France,Frankreich,Bikes,Mountain Bikes,1,1252,2295,1252,2203,951,43.17,2196.0,1249.0,947.0,7.0,0.0032
2014-04-23,2014-04,2014,Q2,4,April,April,France,Frankreich,Bikes,Mountain Bikes,1,1266,2320,1266,1763,497,28.19,1909.0,1350.0,559.0,-146.0,-0.0765
2016-04-23,2016-04,2016,Q2,4,April,April,France,Frankreich,Bikes,Mountain Bikes,1,1266,2320,1266,1763,497,28.19,1594.0,1169.0,425.0,169.0,0.106
2014-05-28,2014-05,2014,Q2,5,Mai,May,France,Frankreich,Bikes,Mountain Bikes,1,1266,2320,1266,1763,497,28.19,1838.0,1309.0,529.0,-75.0,-0.0408
2016-05-28,2016-05,2016,Q2,5,Mai,May,France,Frankreich,Bikes,Mountain Bikes,2,1266,2320,2532,3526,994,28.19,3773.0,2674.0,1099.0,-247.0,-0.0655
2013-09-16,2013-09,2013,Q3,9,September,September,France,Frankreich,Bikes,Mountain Bikes,1,1266,2320,1266,2018,752,37.26,1910.0,1212.0,698.0,108.0,0.0565
2015-09-16,2015-09,2015,Q3,9,September,September,France,Frankreich,Bikes,Mountain Bikes,1,1266,2320,1266,2018,752,37.26,2099.0,1307.0,792.0,-81.0,-0.0386
2013-12-03,2013-12,2013,Q4,12,Dezember,December,France,Frankreich,Bikes,Mountain Bikes,1,1266,2320,1266,2018,752,37.26,2108.0,1311.0,797.0,-90.0,-0.0427
2015-12-03,2015-12,2015,Q4,12,Dezember,December,France,Frankreich,Bikes,Mountain Bikes,1,1266,2320,1266,2018,752,37.26,2119.0,1317.0,802.0,-101.0,-0.0477
2014-05-29,2014-05,2014,Q2,5,Mai,May,France,Frankreich,Bikes,Mountain Bikes,1,1266,2320,1266,2018,752,37.26,2207.0,1361.0,846.0,-189.0,-0.0856
2016-05-29,2016-05,2016,Q2,5,Mai,May,France,Frankreich,Bikes,Mountain Bikes,3,1266,2320,3798,6055,2257,37.27,5908.0,3724.0,2184.0,147.0,0.0249
2013-04-18,2013-04,2013,Q2,4,April,April,Germany,Deutschland,Bikes,Mountain Bikes,1,1252,2295,1252,2134,882,41.33,2003.0,1190.0,813.0,131.0,0.0654
2015-04-18,2015-04,2015,Q2,4,April,April,Germany,Deutschland,Bikes,Mountain Bikes,3,1252,2295,3756,6403,2647,41.34,6470.0,3788.0,2682.0,-67.0,-0.0104
2014-03-29,2014-03,2014,Q1,3,März,March,Germany,Deutschland,Bikes,Mountain Bikes,1,1252,2295,1252,2134,882,41.33,1910.0,1147.0,763.0,224.0,0.1173
2016-03-29,2016-03,2016,Q1,3,März,March,Germany,Deutschland,Bikes,Mountain Bikes,1,1252,2295,1252,2134,882,41.33,2049.0,1212.0,837.0,85.0,0.0415
2013-12-14,2013-12,2013,Q4,12,Dezember,December,France,Frankreich,Bikes,Mountain Bikes,1,1252,2295,1252,2134,882,41.33,2330.0,1344.0,986.0,-196.0,-0.0841
2015-12-14,2015-12,2015,Q4,12,Dezember,December,France,Frankreich,Bikes,Mountain Bikes,2,1252,2295,2504,4269,1765,41.34,4302.0,2519.0,1783.0,-33.0,-0.0077
2012-02-22,2012-02,2012,Q1,2,Februar,February,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,2,1252,2295,2504,4406,1902,43.17,4339.0,2474.0,1865.0,67.0,0.0154
2011-02-22,2011-02,2011,Q1,2,Februar,February,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1252,2295,1252,2203,951,43.17,2079.0,1196.0,883.0,124.0,0.0596
2013-03-12,2013-03,2013,Q1,3,März,March,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1252,2295,1252,2203,951,43.17,2071.0,1192.0,879.0,132.0,0.0637
2015-03-12,2015-03,2015,Q1,3,März,March,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1252,2295,1252,2203,951,43.17,2064.0,1189.0,875.0,139.0,0.0673
2013-08-07,2013-08,2013,Q3,8,August,August,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1252,2295,1252,2203,951,43.17,2377.0,1331.0,1046.0,-174.0,-0.0732
2015-08-07,2015-08,2015,Q3,8,August,August,United Kingdom,Vereinigtes Königreich,Bikes,Mountain Bikes,1,1252,2295,1252,2203,951,43.17,2459.0,1369.0,1090.0,-256.0,-0.1041
